Assuming page size is 4 KB
8
8

Global5: Global memory latency for 128 KB stride.
   Array size (KB), latency (clocks)
   99072, 217.330469
   99200, 217.552734
   99328, 217.420312
   99456, 217.542188
   99584, 217.337109
   99712, 217.564453
   99840, 217.417969
   99968, 217.516406
   100096, 217.241016
   100224, 217.655078
   100352, 217.369531
   100480, 218.044531
   100608, 217.173047
   100736, 217.368359
   100864, 216.975391
   100992, 216.597656
   101120, 217.363672
   101248, 217.515234
   101376, 217.386328
   101504, 217.589453
   101632, 217.285937
   101760, 217.601172
   101888, 217.385938
   102016, 217.559375
   102144, 217.311328
   102272, 217.529687
   102400, 217.246484
   102528, 217.525000
   102656, 217.355859
   102784, 217.550000
   102912, 217.434375
   103040, 217.246875
   103168, 216.499219
   103296, 217.507422
   103424, 217.330078
   103552, 217.560156
   103680, 217.317187
   103808, 217.520703
   103936, 217.387109
   104064, 217.497656
   104192, 217.393359
   104320, 217.555078
   104448, 217.125000
   104576, 217.545312
   104704, 217.351172
   104832, 217.566797
   104960, 217.333594
   105088, 217.536719
   105216, 217.389062
   105344, 217.557813
   105472, 217.353906
   105600, 216.789062
   105728, 217.310156
   105856, 217.585156
   105984, 217.475781
   106112, 217.637109
   106240, 217.370313
   106368, 217.582422
   106496, 217.000391
   106624, 217.583203
   106752, 217.405469
   106880, 217.585156
   107008, 217.395703
   107136, 217.542578
   107264, 217.332812
   107392, 216.585547
   107520, 217.330859
   107648, 217.498047
   107776, 217.341406
   107904, 217.629297
   108032, 217.355469
   108160, 216.691797
   108288, 217.370313
   108416, 217.551953
   108544, 217.291797
   108672, 217.542188
   108800, 217.068359
   108928, 217.553516
   109056, 217.290625
   109184, 217.565234
   109312, 217.332812
   109440, 218.057813
   109568, 217.354297
   109696, 217.560547
   109824, 217.356641
   109952, 217.531250
   110080, 217.055859
   110208, 217.602734
   110336, 217.290625
   110464, 217.567187
   110592, 217.341016
   110720, 216.796875
   110848, 217.382812
   110976, 217.570703
   111104, 217.369141
   111232, 217.197656
   111360, 217.366797
   111488, 217.625781
   111616, 217.354688
   111744, 217.249609
   111872, 217.354297
   112000, 217.527344
   112128, 217.377344
   112256, 217.404297
   112384, 217.301172
   112512, 217.565625
   112640, 217.326172
   112768, 216.794141
   112896, 217.341016
   113024, 217.521484
   113152, 217.309766
   113280, 217.552344
   113408, 217.306250
   113536, 217.615625
   113664, 217.031250
   113792, 217.525391
   113920, 217.306641
   114048, 217.510156
   114176, 217.298047
   114304, 217.576172
   114432, 217.373047
   114560, 217.076172
   114688, 217.267969
   114816, 217.588281
   114944, 217.678906
   115072, 217.568750
   115200, 217.336328
   115328, 217.565234
   115456, 217.286328
   115584, 217.584375
   115712, 217.378516
   115840, 217.469531
   115968, 217.387891
   116096, 217.612500
   116224, 7205759402115290.000000
   116352, 217.542188
   116480, 217.303906
   116608, 217.535547
   116736, 217.335938
   116864, 217.519531
   116992, 217.328516
   117120, 217.516016
   117248, 217.299609
   117376, 217.571094
   117504, 217.242969
   117632, 217.749609
   117760, 217.282422
   117888, 217.483203
   118016, 216.638672
   118144, 217.550000
   118272, 217.345313
   118400, 217.614453
   118528, 217.266797
   118656, 217.625000
   118784, 217.316016
   118912, 217.469141
   119040, 216.609766
   119168, 217.535547
   119296, 217.290234
   119424, 217.501563
   119552, 217.351562
   119680, 217.134375
   119808, 217.272656
   119936, 217.644531
   120064, 217.305469
   120192, 217.564063
   120320, 216.707422
   120448, 217.558203
   120576, 217.323438
   120704, 217.550391
   120832, 217.342969
   120960, 217.561328
   121088, 217.357422
   121216, 217.177734
   121344, 217.337500
   121472, 217.601562
   121600, 217.291406
   121728, 217.569141
   121856, 217.355469
   121984, 217.580859
   122112, 217.282813
   122240, 217.432813
   122368, 217.304688
   122496, 217.530078
   122624, 217.384766
   122752, 217.546875
   122880, 217.366797
   123008, 217.513672
   123136, 217.388281
   123264, 217.576953
   123392, 217.352734
   123520, 217.272656
   123648, 217.301562
   123776, 217.192969
   123904, 217.297266
   124032, 217.839063
   124160, 217.330469
   124288, 217.573438
   124416, 217.265625
   124544, 217.515625
   124672, 217.332812
   124800, 217.592187
   124928, 217.342578
   125056, 217.591797
   125184, 217.340625
   125312, 217.565234
   125440, 217.320703
   125568, 217.570703
   125696, 217.343359
   125824, 218.075781
   125952, 217.311719
   126080, 217.516797
   126208, 217.341016
   126336, 217.328125
   126464, 217.319531
   126592, 216.713281
   126720, 217.367578
   126848, 217.505859
   126976, 217.307031
   127104, 217.559375
   127232, 217.330469
   127360, 217.621094
   127488, 217.379297
   127616, 217.472266
   127744, 217.944922
   127872, 217.553125
   128000, 216.290625
   128128, 217.592187
   128256, 217.296484
   128384, 217.506250
   128512, 217.375391
   128640, 217.531641
   128768, 217.378906
   128896, 217.075000
   129024, 217.348828
   129152, 217.542578
   129280, 217.275000
   129408, 217.634375
   129536, 217.532422
   129664, 217.567578
   129792, 216.449609
   129920, 217.498047
   130048, 217.282422
   130176, 217.517188
   130304, 217.315625
   130432, 216.591406
   130560, 217.424609
   130688, 217.566016
   130816, 217.370703
   130944, 217.497656
   131072, 217.353516
